Transaction_ID,Customer_ID,Transaction_Date,Amount,Payment_Method,Device,Location,Status,Failure_Reason
TXN1011,CUST1778,2026-02-17,2774.37,Net Banking,Mobile,Delhi,Success,None
TXN2573,CUST1908,2026-02-17,2027.84,Net Banking,Tablet,Bangalore,Success,None
TXN1799,CUST1127,2026-02-17,626.57,Credit Card,Mobile,Chennai,Success,None
TXN2221,CUST1114,2026-02-17,289.61,UPI,Tablet,Bangalore,Success,None
TXN2531,CUST1634,2026-02-17,982.47,UPI,Mobile,Pune,Success,None
TXN2705,CUST1918,2026-02-17,2294.67,Net Banking,Mobile,Pune,Failed,Insufficient Funds
TXN2471,CUST1606,2026-02-17,1239.7,Debit Card,Tablet,Hyderabad,Success,None
TXN2942,CUST1813,2026-02-17,333.95,UPI,Mobile,Chennai,Success,None
TXN0337,CUST1510,2026-02-17,3067.77,UPI,Desktop,Mumbai,Success,None
TXN1391,CUST1919,2026-02-17,3436.13,UPI,Mobile,Bangalore,Success,None
TXN1370,CUST1672,2026-02-17,715.52,UPI,Tablet,Delhi,Success,None
TXN2017,CUST1097,2026-02-17,879.5,Debit Card,Mobile,Delhi,Success,None
TXN1219,CUST1027,2026-02-17,482.37,Credit Card,Desktop,Mumbai,Success,None
TXN2206,CUST1453,2026-02-17,310.74,UPI,Mobile,Mumbai,Success,None
TXN0031,CUST1276,2026-02-18,369.74,Credit Card,Desktop,Mumbai,Success,None
TXN2485,CUST1552,2026-02-18,2076.17,UPI,Desktop,Mumbai,Success,None
TXN0096,CUST1821,2026-02-18,776.71,Debit Card,Desktop,Chennai,Success,None
TXN0564,CUST1569,2026-02-18,397.58,Debit Card,Mobile,Pune,Success,None
TXN2880,CUST1278,2026-02-18,846.46,UPI,Mobile,Pune,Success,None
TXN2540,CUST1369,2026-02-18,986.53,Credit Card,Desktop,Chennai,Success,None
TXN2488,CUST1888,2026-02-18,885.52,UPI,Mobile,Delhi,Success,None
TXN1750,CUST1977,2026-02-18,2450.17,UPI,Mobile,Chennai,Success,None
TXN1080,CUST1762,2026-02-18,3145.98,UPI,Desktop,Chennai,Success,None
TXN1644,CUST1083,2026-02-18,652.01,UPI,Mobile,Chennai,Success,None
TXN2054,CUST1607,2026-02-18,1672.98,Wallet,Mobile,Pune,Success,None
TXN0751,CUST1868,2026-02-18,1866.99,UPI,Desktop,Mumbai,Success,None
TXN2234,CUST1146,2026-02-18,1730.03,Wallet,Desktop,Delhi,Success,None
TXN0183,CUST1766,2026-02-18,367.62,Debit Card,Mobile,Mumbai,Success,None
TXN1100,CUST1305,2026-02-18,1034.06,UPI,Mobile,Pune,Success,None
TXN1190,CUST1072,2026-02-18,2443.85,Wallet,Mobile,Pune,Failed,Technical Error
TXN0048,CUST1189,2026-02-18,976.18,Net Banking,Mobile,Hyderabad,Success,None
TXN1301,CUST1502,2026-02-18,2446.28,UPI,Mobile,Mumbai,Success,None
TXN0624,CUST1559,2026-02-18,1564.3,Debit Card,Mobile,Bangalore,Success,None
TXN1538,CUST1022,2026-02-18,796.74,UPI,Tablet,Bangalore,Success,None
TXN1244,CUST1191,2026-02-18,1880.28,Debit Card,Mobile,Delhi,Success,None
TXN0697,CUST1907,2026-02-18,1991.85,Credit Card,Mobile,Delhi,Success,None
TXN2567,CUST1013,2026-02-18,2071.79,Net Banking,Mobile,Bangalore,Success,None
TXN0395,CUST1103,2026-02-18,1011.35,Wallet,Desktop,Mumbai,Success,None
TXN1008,CUST1223,2026-02-19,812.13,UPI,Mobile,Hyderabad,Success,None
TXN1790,CUST1853,2026-02-19,419.03,UPI,Tablet,Chennai,Success,None
TXN0105,CUST1995,2026-02-19,470.44,Credit Card,Mobile,Delhi,Success,None
TXN0606,CUST1345,2026-02-19,1150.78,Credit Card,Desktop,Pune,Failed,Network Error
TXN0467,CUST1219,2026-02-19,1396.26,Credit Card,Mobile,Bangalore,Success,None
TXN2854,CUST1965,2026-02-19,1077.35,Debit Card,Mobile,Chennai,Success,None
TXN2135,CUST1217,2026-02-19,4583.04,Credit Card,Mobile,Delhi,Success,None
TXN1547,CUST1957,2026-02-19,650.07,UPI,Desktop,Pune,Success,None
TXN1990,CUST1518,2026-02-19,448.14,Debit Card,Mobile,Pune,Success,None
TXN0036,CUST1252,2026-02-19,748.16,UPI,Mobile,Chennai,Success,None
TXN1272,CUST1469,2026-02-19,2208.38,Credit Card,Mobile,Pune,Success,None
TXN2744,CUST1155,2026-02-19,590.43,Credit Card,Mobile,Pune,Success,None
TXN1105,CUST1858,2026-02-20,848.14,Debit Card,Desktop,Pune,Success,None
TXN1705,CUST1086,2026-02-20,1101.2,Credit Card,Tablet,Bangalore,Success,None
TXN0614,CUST1907,2026-02-20,1201.97,UPI,Mobile,Bangalore,Success,None
TXN0378,CUST1098,2026-02-20,4297.55,UPI,Mobile,Mumbai,Success,None
TXN1271,CUST1110,2026-02-20,3565.44,UPI,Desktop,Delhi,Failed,Technical Error
TXN1037,CUST1436,2026-02-20,1226.3,UPI,Desktop,Hyderabad,Success,None
TXN2026,CUST1038,2026-02-20,1679.79,UPI,Desktop,Hyderabad,Success,None
TXN1164,CUST1945,2026-02-20,745.13,Net Banking,Mobile,Mumbai,Success,None
TXN0789,CUST1444,2026-02-20,5189.95,Debit Card,Desktop,Bangalore,Success,None
TXN0882,CUST1038,2026-02-20,386.55,UPI,Mobile,Chennai,Success,None
TXN1160,CUST1194,2026-02-20,945.01,Net Banking,Desktop,Pune,Success,None
TXN1315,CUST1242,2026-02-20,1023.29,UPI,Mobile,Mumbai,Success,None
TXN1569,CUST1028,2026-02-20,791.23,UPI,Mobile,Bangalore,Success,None
TXN2741,CUST1631,2026-02-20,1283.17,UPI,Mobile,Pune,Success,None
TXN2381,CUST1747,2026-02-21,655.53,Debit Card,Mobile,Bangalore,Success,None
TXN1752,CUST1329,2026-02-21,1114.0,UPI,Desktop,Mumbai,Success,None
TXN1372,CUST1689,2026-02-21,496.89,Credit Card,Mobile,Delhi,Success,None
TXN2050,CUST1780,2026-02-21,397.27,Net Banking,Mobile,Bangalore,Failed,Technical Error
TXN0318,CUST1906,2026-02-21,673.78,Credit Card,Mobile,Hyderabad,Failed,Insufficient Funds
TXN1762,CUST1284,2026-02-21,727.29,Debit Card,Mobile,Hyderabad,Success,None
TXN0281,CUST1951,2026-02-21,273.19,UPI,Tablet,Mumbai,Success,None
TXN1513,CUST1260,2026-02-21,1477.22,Debit Card,Mobile,Bangalore,Success,None
TXN1033,CUST1862,2026-02-21,2454.78,UPI,Mobile,Bangalore,Success,None
TXN0314,CUST1883,2026-02-21,2167.0,Net Banking,Desktop,Chennai,Success,None
TXN2984,CUST1944,2026-02-21,3787.62,UPI,Mobile,Mumbai,Success,None
TXN0983,CUST1924,2026-02-21,779.64,UPI,Mobile,Delhi,Success,None
TXN0280,CUST1624,2026-02-21,746.86,Debit Card,Mobile,Chennai,Success,None
TXN2858,CUST1680,2026-02-21,1610.32,Credit Card,Desktop,Pune,Success,None
TXN1502,CUST1908,2026-02-22,309.25,UPI,Mobile,Pune,Success,None
TXN2117,CUST1152,2026-02-22,1920.87,Credit Card,Mobile,Mumbai,Success,None
TXN1651,CUST1062,2026-02-22,734.11,Credit Card,Tablet,Hyderabad,Success,None
TXN1493,CUST1597,2026-02-22,4029.04,Credit Card,Tablet,Chennai,Success,None
TXN2836,CUST1344,2026-02-22,654.21,Net Banking,Mobile,Pune,Success,None
TXN2197,CUST1123,2026-02-22,2083.07,UPI,Mobile,Hyderabad,Success,None
TXN0986,CUST1546,2026-02-22,990.73,Credit Card,Mobile,Hyderabad,Success,None
TXN1306,CUST1445,2026-02-22,662.0,UPI,Mobile,Mumbai,Success,None
TXN2216,CUST1039,2026-02-22,273.15,Credit Card,Mobile,Chennai,Success,None
TXN1521,CUST1094,2026-02-22,708.86,Wallet,Desktop,Bangalore,Success,None
TXN1648,CUST1629,2026-02-22,1431.12,Net Banking,Mobile,Pune,Success,None
TXN2490,CUST1671,2026-02-22,870.21,UPI,Tablet,Hyderabad,Success,None
TXN2965,CUST1801,2026-02-22,565.6,Wallet,Mobile,Bangalore,Failed,Network Error
TXN0007,CUST1700,2026-02-23,692.75,Debit Card,Desktop,Hyderabad,Success,None
TXN2253,CUST1699,2026-02-23,772.94,Credit Card,Desktop,Chennai,Success,None
TXN0515,CUST1985,2026-02-23,608.94,Credit Card,Mobile,Mumbai,Success,None
TXN1354,CUST1531,2026-02-23,1115.81,Wallet,Mobile,Delhi,Success,None
TXN0537,CUST1035,2026-02-23,1061.99,UPI,Desktop,Pune,Failed,Network Error
TXN2149,CUST1098,2026-02-23,593.35,UPI,Desktop,Delhi,Success,None
TXN2607,CUST1092,2026-02-23,408.59,Debit Card,Mobile,Delhi,Success,None
TXN1414,CUST1917,2026-02-23,248.0,Credit Card,Mobile,Bangalore,Failed,Insufficient Funds
TXN1764,CUST1081,2026-02-23,822.19,Debit Card,Desktop,Hyderabad,Success,None
TXN2956,CUST1803,2026-02-23,2525.56,Net Banking,Mobile,Bangalore,Success,None
TXN1967,CUST1088,2026-02-23,2218.57,Credit Card,Mobile,Bangalore,Success,None
TXN1621,CUST1875,2026-02-23,794.27,UPI,Mobile,Chennai,Failed,Network Error
TXN0209,CUST1540,2026-02-23,3423.66,Credit Card,Desktop,Hyderabad,Failed,Bank Declined
TXN0217,CUST1795,2026-02-23,1830.9,UPI,Mobile,Mumbai,Success,None
TXN1512,CUST1647,2026-02-23,1412.11,Credit Card,Mobile,Hyderabad,Success,None
TXN1646,CUST1688,2026-02-23,1544.35,UPI,Desktop,Bangalore,Success,None
TXN2349,CUST1946,2026-02-23,1487.67,UPI,Mobile,Chennai,Success,None
TXN2004,CUST1994,2026-02-23,666.89,UPI,Mobile,Delhi,Success,None
TXN2503,CUST1001,2026-02-23,2429.72,UPI,Mobile,Mumbai,Success,None
TXN1095,CUST1421,2026-02-23,1704.63,Wallet,Mobile,Bangalore,Success,None
TXN1638,CUST1155,2026-02-23,278.94,Wallet,Tablet,Bangalore,Success,None
TXN1186,CUST1077,2026-02-24,5130.51,Debit Card,Mobile,Chennai,Success,None
TXN1490,CUST1288,2026-02-24,1338.27,Net Banking,Mobile,Chennai,Success,None
TXN2353,CUST1537,2026-02-24,1319.14,Credit Card,Mobile,Mumbai,Success,None
TXN0132,CUST1812,2026-02-24,990.05,Debit Card,Desktop,Hyderabad,Success,None
TXN0128,CUST1492,2026-02-24,1648.42,Wallet,Mobile,Mumbai,Success,None
TXN2384,CUST1988,2026-02-24,596.69,Debit Card,Mobile,Mumbai,Success,None
TXN0799,CUST1563,2026-02-24,1942.65,UPI,Mobile,Mumbai,Success,None
TXN1808,CUST1961,2026-02-24,1451.69,Credit Card,Mobile,Pune,Failed,Technical Error
TXN1852,CUST1609,2026-02-24,1878.96,Debit Card,Mobile,Mumbai,Success,None
TXN0173,CUST1960,2026-02-24,1321.7,Wallet,Desktop,Mumbai,Success,None
TXN1043,CUST1457,2026-02-24,1005.16,UPI,Mobile,Bangalore,Success,None
TXN2755,CUST1968,2026-02-24,1157.17,Credit Card,Mobile,Delhi,Success,None
TXN1695,CUST1870,2026-02-24,1789.09,Wallet,Desktop,Pune,Success,None
TXN0553,CUST1726,2026-02-24,725.65,UPI,Mobile,Hyderabad,Success,None
TXN2387,CUST1975,2026-02-24,1760.82,Credit Card,Mobile,Chennai,Success,None
TXN1077,CUST1388,2026-02-25,2220.76,UPI,Tablet,Bangalore,Success,None
TXN1574,CUST1778,2026-02-25,2503.05,UPI,Desktop,Pune,Success,None
TXN2327,CUST1119,2026-02-25,490.69,Wallet,Mobile,Bangalore,Success,None
TXN2374,CUST1083,2026-02-25,184.43,Wallet,Desktop,Chennai,Success,None
TXN1233,CUST1918,2026-02-25,949.29,Credit Card,Mobile,Hyderabad,Success,None
TXN1911,CUST1200,2026-02-25,1114.32,Debit Card,Tablet,Mumbai,Success,None
TXN2867,CUST1970,2026-02-25,1199.96,UPI,Mobile,Mumbai,Success,None
TXN1726,CUST1578,2026-02-25,1087.72,Credit Card,Mobile,Delhi,Success,None
TXN0526,CUST1758,2026-02-25,630.05,Wallet,Mobile,Bangalore,Success,None
TXN2875,CUST1018,2026-02-25,898.28,UPI,Desktop,Mumbai,Success,None
TXN2675,CUST1836,2026-02-25,1111.48,Debit Card,Mobile,Pune,Success,None
TXN0260,CUST1974,2026-02-25,1120.75,Credit Card,Mobile,Chennai,Success,None
TXN2507,CUST1972,2026-02-25,2677.09,Net Banking,Desktop,Delhi,Failed,Invalid Details
TXN1697,CUST1799,2026-02-26,3429.8,Net Banking,Desktop,Delhi,Success,None
TXN2612,CUST1902,2026-02-26,908.47,Debit Card,Mobile,Bangalore,Success,None
TXN1424,CUST1797,2026-02-26,691.97,Wallet,Desktop,Bangalore,Success,None
TXN2829,CUST1647,2026-02-26,513.39,UPI,Mobile,Mumbai,Success,None
TXN1504,CUST1814,2026-02-26,638.93,Credit Card,Mobile,Mumbai,Success,None
TXN1221,CUST1077,2026-02-26,895.13,UPI,Desktop,Mumbai,Failed,Network Error
TXN1643,CUST1848,2026-02-26,1346.54,Credit Card,Mobile,Pune,Success,None
TXN2913,CUST1841,2026-02-26,2157.23,Debit Card,Desktop,Mumbai,Success,None
TXN1754,CUST1672,2026-02-26,2265.52,UPI,Mobile,Delhi,Success,None
TXN0920,CUST1148,2026-02-26,776.86,UPI,Mobile,Mumbai,Success,None
TXN0688,CUST1758,2026-02-26,1192.36,Credit Card,Mobile,Delhi,Success,None
TXN1966,CUST1465,2026-02-26,1383.99,Credit Card,Tablet,Chennai,Success,None
TXN1970,CUST1570,2026-02-26,1214.06,UPI,Desktop,Hyderabad,Success,None
TXN0637,CUST1860,2026-02-26,774.92,Credit Card,Desktop,Pune,Success,None
TXN0644,CUST1996,2026-02-26,3359.04,Credit Card,Mobile,Bangalore,Success,None
TXN2156,CUST1418,2026-02-26,1579.8,UPI,Mobile,Delhi,Success,None
TXN0543,CUST1399,2026-02-26,1622.47,UPI,Mobile,Hyderabad,Success,None
TXN2104,CUST1996,2026-02-26,796.79,Net Banking,Mobile,Chennai,Success,None
TXN2041,CUST1893,2026-02-26,1092.72,Credit Card,Desktop,Chennai,Success,None
TXN0586,CUST1349,2026-02-26,1292.7,Debit Card,Desktop,Mumbai,Success,None
TXN2126,CUST1309,2026-02-26,151.32,Credit Card,Mobile,Pune,Success,None
TXN0733,CUST1417,2026-02-26,1727.88,UPI,Mobile,Chennai,Success,None
TXN2413,CUST1538,2026-02-26,1514.53,UPI,Desktop,Bangalore,Success,None
TXN2539,CUST1552,2026-02-26,1773.37,Credit Card,Mobile,Hyderabad,Success,None
TXN2527,CUST1871,2026-02-26,1014.3,Credit Card,Mobile,Hyderabad,Success,None
TXN2293,CUST1674,2026-02-27,1578.69,Credit Card,Mobile,Pune,Success,None
TXN0770,CUST1524,2026-02-27,1156.36,UPI,Mobile,Hyderabad,Failed,Technical Error
TXN2851,CUST1219,2026-02-27,1703.47,UPI,Mobile,Delhi,Success,None
TXN1989,CUST1628,2026-02-27,1133.49,Debit Card,Desktop,Mumbai,Success,None
TXN0301,CUST1709,2026-02-27,3286.1,Debit Card,Desktop,Pune,Failed,Technical Error
TXN1893,CUST1757,2026-02-27,1306.99,UPI,Mobile,Bangalore,Success,None
TXN0341,CUST1710,2026-02-27,1653.14,Debit Card,Mobile,Hyderabad,Success,None
TXN0370,CUST1303,2026-02-27,906.07,Credit Card,Desktop,Pune,Success,None
TXN2394,CUST1452,2026-02-27,3039.44,Credit Card,Desktop,Bangalore,Success,None
TXN0109,CUST1270,2026-02-27,903.14,UPI,Desktop,Chennai,Success,None
TXN0514,CUST1385,2026-02-27,853.13,Credit Card,Desktop,Delhi,Failed,Technical Error
TXN2073,CUST1920,2026-02-27,494.41,Credit Card,Tablet,Delhi,Success,None
TXN2330,CUST1269,2026-02-27,544.95,Credit Card,Mobile,Pune,Success,None
TXN2163,CUST1159,2026-02-27,881.88,Net Banking,Mobile,Mumbai,Success,None
TXN0690,CUST1496,2026-02-27,934.94,Wallet,Mobile,Chennai,Success,None
TXN2583,CUST1903,2026-02-27,973.09,Net Banking,Desktop,Hyderabad,Failed,Technical Error
TXN2487,CUST1587,2026-02-27,1487.06,UPI,Desktop,Hyderabad,Failed,Technical Error
TXN0885,CUST1172,2026-02-27,1017.86,UPI,Mobile,Hyderabad,Success,None
TXN2577,CUST1121,2026-02-27,1769.76,UPI,Mobile,Mumbai,Success,None
TXN0572,CUST1443,2026-02-27,1638.57,UPI,Desktop,Hyderabad,Success,None
TXN2007,CUST1489,2026-02-28,754.48,Net Banking,Mobile,Mumbai,Success,None
TXN1710,CUST1390,2026-02-28,605.15,Credit Card,Mobile,Chennai,Success,None
TXN2763,CUST1034,2026-02-28,933.54,Credit Card,Desktop,Delhi,Success,None
TXN2784,CUST1796,2026-02-28,1955.42,Debit Card,Mobile,Delhi,Success,None
TXN1735,CUST1077,2026-02-28,1211.96,Credit Card,Mobile,Bangalore,Success,None
TXN2209,CUST1687,2026-02-28,1480.93,Debit Card,Mobile,Chennai,Success,None
TXN0747,CUST1276,2026-02-28,1622.61,UPI,Mobile,Delhi,Success,None
TXN2611,CUST1352,2026-02-28,274.39,Net Banking,Mobile,Mumbai,Success,None
TXN2132,CUST1106,2026-02-28,227.83,Debit Card,Mobile,Pune,Success,None
TXN2078,CUST1989,2026-02-28,601.67,Credit Card,Desktop,Bangalore,Success,None
TXN1900,CUST1750,2026-02-28,557.54,Credit Card,Mobile,Hyderabad,Success,None
TXN1274,CUST1622,2026-02-28,680.88,Wallet,Mobile,Delhi,Success,None
TXN1292,CUST1965,2026-02-28,1070.45,Net Banking,Mobile,Hyderabad,Success,None
TXN1106,CUST1434,2026-02-28,669.56,Debit Card,Mobile,Mumbai,Failed,Insufficient Funds
TXN0848,CUST1945,2026-02-28,2283.57,UPI,Mobile,Mumbai,Success,None
TXN0427,CUST1194,2026-02-28,2317.56,UPI,Mobile,Delhi,Success,None
TXN2587,CUST1694,2026-02-28,437.06,Debit Card,Mobile,Mumbai,Failed,Technical Error
TXN2980,CUST1419,2026-02-28,1344.4,UPI,Mobile,Hyderabad,Success,None
TXN2554,CUST1083,2026-02-28,920.22,Credit Card,Mobile,Hyderabad,Success,None
TXN2218,CUST1223,2026-02-28,834.91,Credit Card,Mobile,Mumbai,Success,None
TXN1527,CUST1810,2026-02-28,1372.81,Credit Card,Desktop,Pune,Success,None
TXN2739,CUST1304,2026-02-28,378.35,Credit Card,Mobile,Hyderabad,Success,None
TXN1817,CUST1003,2026-02-28,2104.62,Debit Card,Tablet,Delhi,Failed,Technical Error
TXN0806,CUST1098,2026-03-01,847.94,Credit Card,Mobile,Chennai,Success,None
TXN2669,CUST1939,2026-03-01,1685.6,UPI,Mobile,Chennai,Success,None
TXN0242,CUST1957,2026-03-01,2651.61,UPI,Mobile,Mumbai,Failed,Network Error
TXN0562,CUST1149,2026-03-01,1929.88,Credit Card,Mobile,Bangalore,Success,None
TXN0040,CUST1474,2026-03-01,713.04,Net Banking,Tablet,Chennai,Success,None
TXN2876,CUST1453,2026-03-01,1718.86,UPI,Mobile,Bangalore,Failed,Insufficient Funds
TXN0336,CUST1962,2026-03-01,1603.56,Net Banking,Mobile,Bangalore,Success,None
TXN0097,CUST1476,2026-03-01,610.77,UPI,Desktop,Bangalore,Success,None
TXN0865,CUST1326,2026-03-01,2054.14,UPI,Mobile,Bangalore,Success,None
TXN2557,CUST1389,2026-03-01,1145.48,Debit Card,Desktop,Chennai,Success,None
TXN1580,CUST1345,2026-03-01,1386.47,Debit Card,Mobile,Chennai,Success,None
TXN0248,CUST1358,2026-03-01,937.0,Debit Card,Desktop,Pune,Success,None
TXN0180,CUST1004,2026-03-01,2442.28,Credit Card,Desktop,Pune,Success,None
TXN2909,CUST1866,2026-03-01,582.96,Credit Card,Mobile,Chennai,Success,None
TXN0642,CUST1655,2026-03-01,2332.12,Wallet,Mobile,Chennai,Success,None
TXN2347,CUST1078,2026-03-02,588.06,UPI,Mobile,Pune,Success,None
TXN1468,CUST1578,2026-03-02,3261.09,UPI,Desktop,Mumbai,Success,None
TXN2723,CUST1775,2026-03-02,784.86,Debit Card,Desktop,Pune,Failed,Technical Error
TXN1770,CUST1522,2026-03-02,436.54,Wallet,Tablet,Delhi,Success,None
TXN2693,CUST1856,2026-03-02,430.51,UPI,Mobile,Pune,Success,None
TXN0714,CUST1555,2026-03-02,649.08,UPI,Mobile,Bangalore,Success,None
TXN2474,CUST1010,2026-03-02,2421.41,Debit Card,Mobile,Delhi,Success,None
TXN0975,CUST1958,2026-03-02,902.63,Credit Card,Desktop,Mumbai,Failed,Insufficient Funds
TXN1977,CUST1777,2026-03-02,1304.34,UPI,Mobile,Chennai,Success,None
TXN2378,CUST1706,2026-03-02,787.38,Debit Card,Mobile,Bangalore,Success,None
TXN2399,CUST1891,2026-03-02,1362.24,Debit Card,Mobile,Hyderabad,Failed,Network Error
TXN1062,CUST1094,2026-03-02,1985.35,Debit Card,Mobile,Mumbai,Success,None
TXN2572,CUST1523,2026-03-02,683.97,UPI,Mobile,Chennai,Success,None
TXN2290,CUST1447,2026-03-02,1749.02,UPI,Desktop,Chennai,Failed,Network Error
TXN0604,CUST1057,2026-03-02,1241.27,Net Banking,Mobile,Delhi,Success,None
TXN2729,CUST1885,2026-03-02,1350.09,UPI,Mobile,Hyderabad,Success,None
TXN0715,CUST1284,2026-03-02,1580.97,Wallet,Desktop,Mumbai,Success,None
TXN2634,CUST1616,2026-03-02,1010.49,Credit Card,Mobile,Mumbai,Failed,Network Error
TXN2158,CUST1849,2026-03-03,423.25,UPI,Desktop,Pune,Success,None
TXN2817,CUST1801,2026-03-03,659.1,UPI,Tablet,Mumbai,Success,None
TXN2292,CUST1364,2026-03-03,1207.78,Credit Card,Mobile,Delhi,Success,None
TXN1964,CUST1199,2026-03-03,954.14,Net Banking,Desktop,Pune,Success,None
TXN2134,CUST1824,2026-03-03,2437.2,UPI,Desktop,Hyderabad,Success,None
TXN2491,CUST1462,2026-03-03,1387.94,Credit Card,Mobile,Hyderabad,Success,None
TXN1092,CUST1074,2026-03-03,3970.59,UPI,Desktop,Delhi,Success,None
TXN1189,CUST1922,2026-03-03,1254.88,Net Banking,Mobile,Delhi,Failed,Bank Declined
TXN1000,CUST1250,2026-03-03,944.42,UPI,Tablet,Bangalore,Success,None
TXN2631,CUST1688,2026-03-03,1128.64,Credit Card,Mobile,Mumbai,Success,None
TXN2628,CUST1955,2026-03-03,246.76,Net Banking,Desktop,Bangalore,Success,None
TXN2601,CUST1642,2026-03-03,4444.7,UPI,Desktop,Hyderabad,Success,None
TXN2581,CUST1355,2026-03-03,127.77,Credit Card,Mobile,Delhi,Success,None
TXN2566,CUST1873,2026-03-03,661.04,UPI,Mobile,Hyderabad,Success,None
TXN2972,CUST1538,2026-03-03,607.87,UPI,Mobile,Delhi,Success,None
TXN0288,CUST1565,2026-03-03,683.46,UPI,Mobile,Mumbai,Success,None
TXN0296,CUST1129,2026-03-03,973.83,Credit Card,Mobile,Pune,Success,None
TXN1776,CUST1395,2026-03-03,4288.84,Debit Card,Mobile,Pune,Success,None
TXN2555,CUST1207,2026-03-03,706.03,Net Banking,Mobile,Chennai,Success,None
TXN2947,CUST1020,2026-03-03,1092.95,Credit Card,Mobile,Bangalore,Success,None
TXN2166,CUST1780,2026-03-03,872.48,UPI,Tablet,Hyderabad,Failed,Bank Declined
TXN2306,CUST1221,2026-03-04,2537.6,UPI,Mobile,Pune,Failed,Network Error
TXN0964,CUST1697,2026-03-04,869.85,Wallet,Mobile,Delhi,Failed,Network Error
TXN2154,CUST1890,2026-03-04,1139.89,Debit Card,Mobile,Chennai,Success,None
TXN0838,CUST1491,2026-03-04,887.07,UPI,Mobile,Hyderabad,Success,None
TXN0286,CUST1641,2026-03-04,692.12,Credit Card,Desktop,Bangalore,Success,None
TXN2283,CUST1112,2026-03-04,873.39,UPI,Desktop,Hyderabad,Success,None
TXN0750,CUST1393,2026-03-04,671.57,Credit Card,Tablet,Chennai,Success,None
TXN0582,CUST1773,2026-03-04,1616.4,Credit Card,Mobile,Chennai,Success,None
TXN1215,CUST1055,2026-03-04,1626.51,Credit Card,Mobile,Mumbai,Success,None
TXN2660,CUST1736,2026-03-04,2000.65,Debit Card,Mobile,Mumbai,Success,None
TXN2342,CUST1028,2026-03-04,709.64,Net Banking,Desktop,Pune,Success,None
TXN0565,CUST1341,2026-03-04,1377.59,Credit Card,Mobile,Chennai,Success,None
TXN2928,CUST1664,2026-03-04,1670.5,Credit Card,Desktop,Chennai,Success,None
TXN2053,CUST1415,2026-03-04,583.45,Net Banking,Mobile,Delhi,Success,None
TXN1402,CUST1333,2026-03-04,722.35,Net Banking,Desktop,Hyderabad,Failed,Technical Error
TXN2379,CUST1848,2026-03-04,1590.88,UPI,Mobile,Bangalore,Success,None
TXN0384,CUST1151,2026-03-05,927.36,Debit Card,Mobile,Bangalore,Success,None
TXN2841,CUST1146,2026-03-05,753.79,Wallet,Desktop,Mumbai,Success,None
TXN2552,CUST1006,2026-03-05,390.13,Credit Card,Tablet,Pune,Success,None
TXN0498,CUST1734,2026-03-05,927.45,Debit Card,Desktop,Hyderabad,Failed,Technical Error
TXN0065,CUST1273,2026-03-05,511.92,Wallet,Tablet,Delhi,Success,None
TXN2768,CUST1836,2026-03-05,478.81,Debit Card,Desktop,Pune,Success,None
TXN1247,CUST1484,2026-03-05,979.37,Net Banking,Mobile,Delhi,Success,None
TXN1800,CUST1735,2026-03-05,922.05,Credit Card,Mobile,Mumbai,Success,None
TXN1349,CUST1117,2026-03-05,980.65,UPI,Mobile,Chennai,Failed,Network Error
TXN2598,CUST1311,2026-03-05,1875.42,UPI,Mobile,Chennai,Success,None
TXN1554,CUST1682,2026-03-05,2659.28,UPI,Mobile,Mumbai,Success,None
TXN2090,CUST1431,2026-03-05,1251.08,UPI,Mobile,Hyderabad,Success,None
TXN1007,CUST1145,2026-03-05,789.05,UPI,Mobile,Chennai,Success,None
TXN0980,CUST1460,2026-03-05,3539.47,Credit Card,Desktop,Chennai,Success,None
TXN0622,CUST1637,2026-03-05,874.45,Credit Card,Mobile,Pune,Failed,Network Error
TXN1417,CUST1348,2026-03-05,1891.87,UPI,Mobile,Pune,Success,None
TXN2473,CUST1543,2026-03-05,1043.04,UPI,Mobile,Delhi,Success,None
TXN1019,CUST1688,2026-03-06,1845.92,UPI,Mobile,Mumbai,Failed,Network Error
TXN2767,CUST1058,2026-03-06,569.35,UPI,Tablet,Hyderabad,Success,None
TXN1253,CUST1230,2026-03-06,2294.8,UPI,Mobile,Pune,Success,None
TXN1436,CUST1748,2026-03-06,681.06,Credit Card,Desktop,Hyderabad,Success,None
TXN1677,CUST1768,2026-03-06,328.44,UPI,Desktop,Mumbai,Success,None
TXN2212,CUST1964,2026-03-06,1339.59,UPI,Desktop,Chennai,Success,None
TXN1559,CUST1887,2026-03-06,875.34,Debit Card,Mobile,Mumbai,Success,None
TXN2508,CUST1925,2026-03-06,1259.44,Net Banking,Mobile,Mumbai,Success,None
TXN0726,CUST1848,2026-03-06,2509.39,UPI,Desktop,Pune,Success,None
TXN1831,CUST1355,2026-03-06,892.59,UPI,Mobile,Chennai,Success,None
TXN2025,CUST1363,2026-03-06,2551.11,Debit Card,Tablet,Pune,Success,None
TXN0150,CUST1772,2026-03-06,604.28,UPI,Mobile,Delhi,Success,None
TXN0305,CUST1438,2026-03-06,1581.89,Credit Card,Mobile,Delhi,Success,None
TXN2311,CUST1915,2026-03-06,466.14,Debit Card,Mobile,Bangalore,Success,None
TXN2059,CUST1028,2026-03-06,2786.25,UPI,Desktop,Pune,Success,None
TXN1495,CUST1521,2026-03-06,3651.47,Net Banking,Tablet,Pune,Success,None
